ID,RequirementText,Functional (F),Availability (A),Fault Tolerance (FT),Legal (L),Look & Feel (LF),Maintainability (MN),Operability (O),Performance (PE),Portability (PO),Scalability (SC),Security (SE),Usability (US)
286,The product and/or dependent databases/filesystems shall remain operational as a result of the input of malicious data. The product and/or dependent databases/filesystems shall not crash 100% of the time that malicious data is input into the product.,,,,,,,,,,,,
287,The product shall prevent the input of malicious data. The product and/or adjacent hardware/software systems92 data shall remain 100% uncorrupted each time malicious data is input into the product.,,,,,,,,,,,,
288,The product will be able to delete conference rooms.,,,,,,,,,,,,
289,Only managers are able to perform search queries for reservations by user. 100% of all search queries for reservations by user shall be from logons of only management logons.,,,,,,,,,,,,
290,The product must be developed with the J2SE/J2EE programming language libraries,,,,,,,,,,,,
291,The product shall be able to store new room equipment.,,,,,,,,,,,,
292,The product shall send a meeting confirmation to the meeting organizer.,,,,,,,,,,,,
293,The product shall be able to delete room equipment.,,,,,,,,,,,,
294,The product will display an available status for unreserved conference rooms.,,,,,,,,,,,,
295,The product shall ensure that only company employees or external users with company-approved user IDs may have product access. 100% of all logons shall be by either company employees or external users with company-approved user IDs.,,,,,,,,,,,,
296,The product shall have an intuitive user interface.,,,,,,,,,,,,
297,The product shall have a customizable Look and Feel.,,,,,,,,,,,,
298,The product shall be able to send meeting notifications via different kinds of end-user specified methods.,,,,,,,,,,,,
299,The product will allow priviledged users to view meeting schedules in multiple reporting views.,,,,,,,,,,,,
300,The product shall notify building personnel of equipment transport requests.,,,,,,,,,,,,
301,The product will update existing room equipment.,,,,,,,,,,,,
302,The product shall record all the equipment that has been reserved.,,,,,,,,,,,,
303,The product shall display conference rooms according to search parameters.,,,,,,,,,,,,
304,The product shall display room equipment according to search parameters.,,,,,,,,,,,,
305,The product shall record updated meeting agendas.,,,,,,,,,,,,
306,The product shall display a map of the company building showing conference room locations.,,,,,,,,,,,,
307,The product shall record the transportation status of equipment reserved.,,,,,,,,,,,,
308,Each time a conference room is reserved the conference room schedule shall be updated to reflect the time and date of the reservation.,,,,,,,,,,,,
309,The product shall allow an organizer to invite other employees to meetings.,,,,,,,,,,,,
310,The product shall record different meeting types.,,,,,,,,,,,,
311,The product shall be able to be installed in any operating environment within 2 days.,,,,,,,,,,,,
312,The product shall store new conference rooms.,,,,,,,,,,,,
313,The product shall be translated into foreign languages other than the target market countries92 languages in future releases. For each emerging target market it shall take no more than 5 days to configure the product for that market92s language.,,,,,,,,,,,,
314,The product shall allow for intuitive searching of available conference rooms.,,,,,,,,,,,,
315,The product shall use a standard navigation menu familiar to most web users.,,,,,,,,,,,,
316,The product shall allow for customization of start page and views preferences.,,,,,,,,,,,,
317,The product shall allow the user to select a chosen language from one of the target market countries.,,,,,,,,,,,,
318,The product shall give users feedback when necessary. 80% of the users surveyed report that the product accurately confirms their actions.,,,,,,,,,,,,
319,The product shall be easy to use. 90% of users will be able to successfully reserve a conference room within 5 minutes of product use.,,,,,,,,,,,,
320,The product shall make the users want to use it. 80% of the users surveyed report they are regularly using the product after the first 2 weeks post-launch.,,,,,,,,,,,,
321,The product shall have a conservative and professional appearance.,,,,,,,,,,,,
322,The product92s Look and Feel shall be able to incorporate aspects of the customer92s organization such as logo branding and identity,,,,,,,,,,,,
323,A database management system such as Oracle DB2 MySql or HSQL will need to be integrated with the product.,,,,,,,,,,,,
324,The product must make use of web/application server technology. Open source examples include Apache web server Tomcat and the JBoss application server.,,,,,,,,,,,,
325,The product will require collaboration with a database management system (DBMS). The DBMS may be located on the same machine as the product or on a separate machine residing on the same computer network.,,,,,,,,,,,,
326,The product will function alongside server software on any operating system where the Java runtime can be installed.,,,,,,,,,,,,
327,The product must work with most database management systems (DBMS) on the market whether the DBMS is colocated with the product on the same machine or is located on a different machine on the computer network.,,,,,,,,,,,,
328,The product is expected to integrate with multiple database management systems. The product will operate with Oracle SQL Server DB2 MySQL HSQL and MS Access.,,,,,,,,,,,,
329,The product shall conform to the Americans with Disabilities Act.,,,,,,,,,,,,
330,The response shall be fast enough to avoid interrupting the user92s flow of thought. 90% of tasks shall complete within 5 seconds. 98% of tasks shall complete within 8 seconds.,,,,,,,,,,,,
331,An employee will be able to successfully use the product within a few minutes. After informally navigating the product for less than 15 minutes users shall be able to successfully setup meetings and reserve conference rooms.,,,,,,,,,,,,
332,The product shall create an exception log of problems encountered within the product for transmission to our company for analysis and resolution.,,,,,,,,,,,,
