ID,RequirementText,Functional (F),Availability (A),Fault Tolerance (FT),Legal (L),Look & Feel (LF),Maintainability (MN),Operability (O),Performance (PE),Portability (PO),Scalability (SC),Security (SE),Usability (US),AI_Model,AI_Confidence,AI_Rationale
105,The system shall be able to display a printable summary for individual cohorts which will include the students enlisted the Program of study sequence of classes cohort progress through the program and timeline of completion.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.88,"The requirement specifies a system capability to display a printable summary of cohorts and their details — a functional behavior. It does not mention availability, performance, security, usability, or other quality attributes."
106,A Program Administrator/Nursing Staff Member shall be able to add a new nursing student to the system.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,"This is a functional requirement specifying an action the user roles must be able to perform (adding a new nursing student). No non-functional aspects (availability, performance, security, etc.) are mentioned."
107,Program Administrators and Nursing Staff Members shall be able to add new classes to a sequence of classes,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,"This requirement specifies a functional capability (users shall be able to add new classes). It does not mention availability, performance, security, UI, or other non-functional aspects."
108,The report of needed classes shall include (but not be limited to) classes to be offered number of sections needed number of labs needed and room types needed.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,"Specifies content of a report (what the system should include) — a functional requirement. No availability, performance, security, or other quality attributes are implied."
109,Program Administrators and Nursing Staff Members shall be able to specify the preferred sequence of classes for a given cohort.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.86,"This requirement describes a capability the system must provide (users can specify preferred sequence of classes), which is functional in nature; it does not specify non-functional qualities like performance, security, or usability."
110,The system shall able to operate within a business office environment typical of the Nursing Department at DePaul University.,0,0,0,0,0,0,1,0,0,0,0,0,gpt-5-mini,0.86,"Specifies operational context/environment (business office environment for Nursing Department), which pertains to operability/administration rather than functionality or other NFRs."
111,The system shall be expected to manage the nursing program curriculum and class/clinical scheduling for a minimum of 5 years.,1,0,0,0,0,0,0,0,0,1,0,0,gpt-5-mini,0.9,"This requirement specifies a functional capability (manage curriculum and scheduling) and a durability/scale timeframe (operate/manage for at least 5 years), implying scalability/lifespan concerns. It does not mention availability, security, usability, maintainability, portability, performance, legal, fault tolerance, or look-and-feel explicitly."
112,The system shall be capable of processing 100% of nursing students and their classes for the next 10 years.,0,0,0,0,0,0,0,0,0,1,0,0,gpt-5-mini,0.9,"This requirement specifies capacity over time (ability to process all students and classes for the next 10 years), which is a scalability requirement. It does not explicitly state performance metrics (latency/throughput), availability, security, or functional behavior beyond capacity."
113,The system shall cater to 10 simultaneous users from 9am to 5pm.,0,1,0,0,0,0,0,0,0,1,0,0,gpt-5-mini,0.9,Specifies the number of simultaneous users during a time window — relates to system availability (operational hours/uptime for users) and scalability/capacity to support concurrent users.
114,system shall be able to handle all of the user requests/usage during business hours.,0,1,0,0,0,0,0,0,0,1,0,0,gpt-5-mini,0.9,Requirement specifies availability during business hours and ability to handle all user requests (scalability/capacity). No mention of other qualities.
115,The system shall achieve 95% up time.,0,1,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.95,Specifies a target uptime percentage (availability requirement).
116,The system shall be available for use between the hours of 8am and 6pm.,0,1,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.9,"Specifies system availability hours (uptime window), which is an availability requirement."
117,The response time of general student management tasks shall take no longer than 5 seconds and the response time of schedule generation shall take no longer than 30 seconds.,0,0,0,0,0,0,0,1,0,0,0,0,gpt-5-mini,0.9,"Specifies maximum allowable response times for tasks (5s and 30s), which are performance-related constraints (latency). No functional behavior, security, availability, scalability, or other quality attributes are mentioned."
118,Staff members shall be able to complete a set of tasks in a timely manner.,0,0,0,0,0,0,0,1,0,0,0,0,gpt-5-mini,0.9,Specifies timely completion of tasks (performance/response time requirement) rather than a functional action or other quality attribute.
119,The verbiage used within the system shall be consistent with Standard English and the terminology of the national Nursing Community.,0,0,0,0,1,0,0,0,0,0,0,1,gpt-5-mini,0.9,"Specifies terminology and wording/voice for UI/content (look-and-feel) and impacts usability/readability for users (nursing community); no functional, security, or other quality requirements."
120,For each class within a sequence for a cohort Program Administrators and Nursing Staff Members shall be able to specify which quarter that class will be offered.,1,0,0,0,0,0,0,0,0,0,0,0,gpt-5-mini,0.86,"The requirement describes a capability (ability for administrators and staff to specify the quarter a class is offered), which is a functional behavior. It does not specify availability, performance, security, or other non-functional properties."
121,2 out of 3 Program Administrators/Nursing Staff Members shall successfully be able to use the system to manage the scheduling of classes and clinicals.,1,0,0,0,0,0,0,0,0,0,0,1,gpt-5-mini,0.85,"Specifies that Program Administrators/Nursing Staff must be able to manage scheduling (functional) with a usability success criterion (2 of 3 users able to use the system), implying usability requirement rather than performance, security, etc."
122,The system shall be intuitive to the Program Administrators/Nursing Staff Members.,0,0,0,0,0,0,0,0,0,0,0,1,gpt-5-mini,0.93,"Requirement specifies that the system should be intuitive for specific user roles, which directly pertains to usability (ease of use, learnability). It does not state functional behavior or other quality attributes."
