F,A,FT,L,LF,MN,O,PE,PO,SC,SE,US,confidence,rationale,row_id,model,error
False,False,False,False,False,False,False,False,False,False,True,False,0.95,"The requirement explicitly restricts access to authorized users, which is an access control/security requirement. It does not state functional behavior beyond access, nor availability, performance, usability, or other qualities.",139,gpt-5-mini,
False,False,False,False,False,False,False,False,False,False,True,False,0.84,Specifies access restriction to personal information (authorization/confidentiality). This is a security requirement about who may access data; no functional behavior or other quality attributes are implied.,140,gpt-5-mini,
False,False,False,False,False,False,False,False,False,False,True,False,0.86,"Specifies access restriction to students' personal information (authentication/authorization) — a security requirement. No mention of availability, performance, usability, etc.",141,gpt-5-mini,
False,False,False,False,False,False,False,False,False,False,True,False,0.9,Specifies access control (who is allowed to view clinical site details) which is a security requirement (authorization). No functional behavior beyond access restriction and no other quality aspects are mentioned.,142,gpt-5-mini,
False,False,False,False,False,False,False,False,False,False,True,False,0.9,"Specifies restriction of access to authorized users — an access control/security requirement. No functional behavior, availability, performance, or other qualities are mentioned.",143,gpt-5-mini,
False,False,False,False,False,False,True,False,False,False,False,False,0.9,"Requirement concerns the system's ability to operate with any HTML browser — an operability/compatibility concern for administration/operation. It does not specify UI look-and-feel, performance, portability, or other qualities explicitly.",144,gpt-5-mini,
False,False,False,False,False,False,False,False,False,False,True,False,0.9,Specifies restricted access for specific named individuals to scheduling data—an access control/security requirement.,145,gpt-5-mini,
False,False,False,False,False,False,True,False,False,False,False,False,0.93,"This requirement specifies an interface/integration with another system (student master server), which concerns operability/administration. It does not state functional behavior details, performance, security, or other non-functional attributes.",146,gpt-5-mini,
True,False,False,True,False,True,False,False,False,False,False,False,0.9,"This requirement specifies a functional behavior (recording modifications) and implies maintainability/auditability (history for auditing) and legal/compliance concerns; it does not mention availability, performance, security, or other qualities.",147,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"The requirement specifies functional behavior: allowing users to create/initiate a ticket retrieval request and prompting for required information, and describes the ticket retrieval document. It does not mention availability, performance, security, usability, or other non-functional concerns.",148,gpt-5-mini,
